0.0003,0,140.0004,20
0.0037,0.1677,140.006,20
0.0126,0.4541,140.0245,20
0.0278,0.752,140.0606,20
0.0486,1.052,140.1149,20
0.0757,1.3511,140.1874,20
0.1087,1.6514,140.2788,20
0.1476,1.9507,140.3888,20
0.1928,2.2509,140.5185,20
0.2438,2.5515,140.6683,20
0.3008,2.8512,140.838,20
0.3636,3.1505,141.0284,20
0.4327,3.4504,141.2408,20
0.5076,3.7503,141.4758,20
0.5888,4.0504,141.7344,20
0.6757,4.3506,142.0175,20
0.7688,4.6506,142.3259,20
0.8676,4.9504,142.6608,20
0.9728,5.2503,143.024,20
1.0836,5.5503,143.4167,20
1.2008,5.8502,143.8406,20
1.3237,6.1503,144.2976,20
1.4526,6.4501,144.7889,20
1.5876,6.75,145.3173,20
1.7287,7.0501,145.8851,20
1.8757,7.3501,146.4945,20
2.0286,7.6501,147.148,20
2.1876,7.95,147.8484,20
2.3527,8.2501,148.5992,20
2.5236,8.5501,149.4026,20
2.7007,8.85,150.2624,20
2.8836,9.1501,151.1823,20
3.0725,9.4499,152.1648,20
3.2676,9.7499,153.2143,20
3.4685,10.0428,154.3336,20
3.6694,10.0467,155.5078,20
3.8677,9.9088,156.7121,20
4.0633,9.7832,157.9361,20
4.2567,9.67,159.1785,20
4.448,9.5691,160.4381,20
4.6376,9.4804,161.7133,20
4.8258,9.4041,163.0032,20
5.0124,9.3404,164.3045,20
5.1983,9.2892,165.6159,20
5.3833,9.2508,166.9358,20
5.5678,9.2255,168.2612,20
5.7521,9.2134,169.5902,20
5.9363,9.215,170.9202,20
6.1211,9.2307,172.249,20
6.3063,9.261,173.5736,20
6.4924,9.3065,174.8909,20
6.6796,9.368,176.1984,20
6.8687,9.4462,177.4941,20
7.0595,9.5424,178.7751,20
7.2526,9.6577,180.0379,20
7.4485,9.7937,181.2806,20
7.6475,9.9523,182.5007,20
7.8502,10.1357,183.6953,20
8.0572,10.3467,184.862,20
8.2689,10.5889,185.9981,20
8.4863,10.8662,187.1015,20
8.7096,11.165,188.1688,20
8.9389,11.465,189.1944,20
9.1742,11.765,190.1725,20
9.4155,12.065,191.0978,20
9.6627,12.365,191.9652,20
9.9161,12.665,192.7705,20
10.1754,12.965,193.51,20
10.4407,13.265,194.1804,20
10.712,13.565,194.7791,20
10.9877,13.788,195.303,20
11.2638,13.8001,195.747,20
11.5397,13.8001,196.1106,20
11.8159,13.8001,196.3976,20
12.0917,13.8001,196.6124,20
12.3678,13.8001,196.7589,20
12.6438,13.8001,196.8411,20
12.9198,13.8001,196.8627,20
13.1958,13.8001,196.8274,20
13.4717,13.8001,196.7385,20
13.7477,13.8001,196.5995,20
14.0237,13.8001,196.4133,20
14.2998,13.8001,196.183,20
14.5757,13.8001,195.9116,20
14.8518,13.8001,195.6018,20
15.1279,13.8001,195.2559,20
15.4037,13.8001,194.877,20
15.6799,13.8001,194.4672,20
15.9558,13.795,194.0287,20
16.2276,13.5947,193.5677,20
16.4934,13.2948,193.092,20
16.7534,12.9948,192.6063,20
17.0073,12.6948,192.1139,20
17.2551,12.3948,191.6175,20
17.497,12.0948,191.1196,20
17.733,11.7948,190.6221,20
17.9629,11.4947,190.127,20
18.1869,11.1946,189.6362,20
18.4047,10.8946,189.1512,20
18.6165,10.5947,188.6735,20
18.8224,10.2947,188.204,20
19.0225,9.9946,187.7435,20
19.2163,9.6946,187.2932,20
19.4043,9.3945,186.8539,20
19.586,9.0946,186.4262,20
19.7619,8.7947,186.0109,20
19.9318,8.4947,185.6079,20
20.0956,8.1947,185.218,20
20.2535,7.8948,184.8415,20
20.4056,7.5946,184.4783,20
20.5516,7.2943,184.1288,20
20.6915,6.9942,183.7936,20
20.8253,6.6942,183.4726,20
20.9532,6.3943,183.166,20
21.0751,6.0943,182.8735,20
21.1908,5.7944,182.5955,20
21.3007,5.4946,182.3319,20
21.4049,5.1943,182.0822,20
21.5027,4.894,181.8469,20
21.5946,4.594,181.6262,20
21.6804,4.2941,181.4198,20
21.7604,3.994,181.2275,20
21.8342,3.6939,181.0495,20
21.9021,3.3941,180.8857,20
21.9639,3.0943,180.7359,20
22.0198,2.7945,180.6003,20
22.0697,2.4943,180.4784,20
22.1137,2.1937,180.3704,20
22.1517,1.8928,180.2762,20
22.1833,1.5933,180.1963,20
22.2092,1.2942,180.1303,20
22.2294,0.9919,180.0776,20
22.2431,0.6906,180.0388,20
22.251,0.3879,180.014,20
