-0.0001,0,90.8813,50
-0.0189,-0.3768,90.0222,50
-0.0752,-1.1255,86.7108,50
-0.1689,-1.8753,80.5975,50
-0.3002,-2.6253,72.7616,50
-0.469,-3.3755,64.6071,50
-0.6752,-4.1254,57.2287,50
-0.919,-4.8753,51.0735,50
-1.2003,-5.6254,46.1245,50
-1.519,-6.3754,42.1856,50
-1.8754,-7.1254,39.0376,50
-2.2692,-7.8755,36.4966,50
-2.7003,-8.6254,34.4232,50
-3.169,-9.3753,32.7132,50
-3.6755,-10.1253,31.2902,50
-4.2191,-10.8754,30.0988,50
-4.8004,-11.6253,29.0981,50
-5.4191,-12.3752,28.258,50
-6.0754,-13.1252,27.5568,50
-6.7624,-13.7401,26.9826,50
-7.4524,-13.8,26.5341,50
-8.1425,-13.8,26.2051,50
-8.8325,-13.8,25.9843,50
-9.5225,-13.7999,25.8669,50
-10.1942,-13.4326,25.8554,50
-10.8283,-12.6826,25.9521,50
-11.4248,-11.9327,26.1588,50
-11.9839,-11.1828,26.4823,50
-12.5057,-10.4327,26.9372,50
-12.9897,-9.6826,27.5472,50
-13.4364,-8.9326,28.3493,50
-13.8455,-8.1826,29.4017,50
-14.2171,-7.4327,30.7971,50
-14.5513,-6.6826,32.6923,50
-14.8479,-5.9327,35.3712,50
-15.107,-5.1828,39.4097,50
-15.3287,-4.4327,46.1699,50
-15.514,-3.7065,59.6161,50
-15.6784,-3.2879,91.9308,50
-15.8487,-3.4059,136.4288,50
-16.0489,-4.0039,158.6438,50
